ensembl	symbol	entrez
37281	ENSG00000162391	FAM151A	338094
37285	ENSG00000282181	MROH5	389690
37287	ENSG00000174013	FBXO45	200933
37290	ENSG00000125457	MIF4GD	57409
37292	ENSG00000225737	SKIV2L	6499
37293	ENSG00000244115	DNAJC25-GNG10	552891
37294	ENSG00000177600	RPLP2	6181
37295	ENSG00000165476	REEP3	221035
37296	ENSG00000205765	C5orf51	285636
37298	ENSG00000105323	HNRNPUL1	11100
37299	ENSG00000158290	CUL4B	8450
37300	ENSG00000144843	ADPRH	141
37302	ENSG00000161692	DBF4B	80174
37312	ENSG00000150281	CTF1	1489
37315	ENSG00000248905	FMN1	342184
37323	ENSG00000163898	LIPH	200879
37325	ENSG00000273772	SMN2	6606
37326	ENSG00000273772	SMN2	6607
37329	ENSG00000164331	ANKRA2	57763
37330	ENSG00000167748	KLK1	3816
37332	ENSG00000226264	HLA-DMB	3109
37333	ENSG00000275885	PRPF31	26121
37335	ENSG00000171936	OR10H3	26532
37339	ENSG00000005100	DHX33	56919
37341	ENSG00000277232	GTSE1-AS1	150384
37342	ENSG00000116138	DNAJC16	23341
37347	ENSG00000100814	CCNB1IP1	57820
37349	ENSG00000198015	MRPL42	28977
37350	ENSG00000226051	ZNF503-AS1	253264
37351	ENSG00000196235	SUPT5H	6829
37352	ENSG00000242616	GNG10	2790
37354	ENSG00000135912	TTLL4	9654
37360	ENSG00000275196	KIR2DL1	3802
37363	ENSG00000159069	FBXW5	54461
37368	ENSG00000230413	HLA-G	3135
37370	ENSG00000131771	PPP1R1B	84152
37374	ENSG00000223392	CLDN10-AS1	100874194
37376	ENSG00000234474	MIR3663HG	101927704
37378	ENSG00000235770	LINC00607	646324
37380	ENSG00000197168	NEK5	341676
37382	ENSG00000232065	LINC01063	101929769
37384	ENSG00000128908	INO80	54617
37385	ENSG00000275019	LILRB3	10288
37386	ENSG00000275019	LILRB3	11025
37387	ENSG00000275019	LILRB3	102725035
37389	ENSG00000198863	RUNDC1	146923
37391	ENSG00000090530	P3H2	55214
37395	ENSG00000189045	ANKDD1B	728780
37396	ENSG00000006744	ELAC2	60528
37397	ENSG00000274102	OR4M2	390538
37407	ENSG00000165983	PTER	9317
37410	ENSG00000168152	THAP9	79725
37412	ENSG00000246922	UBAP1L	390595
37414	ENSG00000157954	WIPI2	26100
37415	ENSG00000163202	LCE3D	84648
37416	ENSG00000082397	EPB41L3	23136
37417	ENSG00000175183	CSRP2	1466
37418	ENSG00000072786	STK10	6793
37419	ENSG00000198121	LPAR1	1902
37421	ENSG00000241253	CFB	629
37422	ENSG00000118600	TMEM5	10329
37423	ENSG00000100146	SOX10	6663
37424	ENSG00000087087	SRRT	51593
37428	ENSG00000183305	MAGEA2B	266740
37429	ENSG00000171055	FEZ2	9637
37440	ENSG00000171840	NINJ2	4815
37441	ENSG00000181240	SLC25A41	284427
37443	ENSG00000101082	SLA2	84174
37445	ENSG00000127831	VIL1	7429
37446	ENSG00000177112	MRVI1-AS1	100129827
37447	ENSG00000078549	ADCYAP1R1	117
37448	ENSG00000115661	STK16	8576
37451	ENSG00000147421	HMBOX1	79618
37453	ENSG00000133392	MYH11	4629
37455	ENSG00000154803	FLCN	201163
37458	ENSG00000143198	MGST3	4259
37459	ENSG00000226248	CLIC1	1192
37461	ENSG00000144791	LIMD1	8994
37462	ENSG00000164385	LINC01600	154386
37467	ENSG00000080802	CNOT4	4850
37468	ENSG00000196712	NF1	4763
37471	ENSG00000234794	HLA-DRA	3122
37472	ENSG00000274287	SCRIB	23513
37475	ENSG00000172954	LCLAT1	253558
37476	ENSG00000215866	LINC01356	100996702
37477	ENSG00000083168	KAT6A	7994
37482	ENSG00000187627	RGPD1	400966
37489	ENSG00000125247	TMTC4	84899
37494	ENSG00000172006	ZNF554	115196
37495	ENSG00000033627	ATP6V0A1	535
37497	ENSG00000167525	PROCA1	147011
37500	ENSG00000165916	PSMC3	5702
37501	ENSG00000120805	ARL1	400
37502	ENSG00000164900	GBX1	2636
37504	ENSG00000100605	ITPK1	3705
37505	ENSG00000116062	MSH6	2956
37506	ENSG00000214140	PRCD	768206
37508	ENSG00000174453	VWC2L	402117
37509	ENSG00000184156	KCNQ3	3786
37511	ENSG00000228652	OR2W1	26692
37512	ENSG00000064787	BCAS1	8537
37514	ENSG00000254788	CKLF-CMTM1	100529251
37515	ENSG00000083544	TDRD3	81550
37517	ENSG00000164398	ACSL6	23305
37519	ENSG00000186130	ZBTB6	10773
37520	ENSG00000168148	HIST3H3	8290
37523	ENSG00000231618	PPT2	9374
37524	ENSG00000274829	PARN	5073
37525	ENSG00000189181	OR14I1	401994
37526	ENSG00000240288	GHRLOS	100126793
37530	ENSG00000141933	TPGS1	91978
37532	ENSG00000277554	KIR2DL3	3804
37533	ENSG00000117425	PTCH2	8643
37536	ENSG00000149547	EI24	9538
37537	ENSG00000171448	ZBTB26	57684
37539	ENSG00000104899	AMH	268
37541	ENSG00000105278	ZFR2	23217
37544	ENSG00000258609	LINC-ROR	100885779
37548	ENSG00000239857	GET4	51608
37550	ENSG00000157873	TNFRSF14	8764
37556	ENSG00000227630	LINC01132	100506810
37560	ENSG00000077092	RARB	5915
37564	ENSG00000148337	CIZ1	25792
37566	ENSG00000139180	NDUFA9	4704
37567	ENSG00000213221	DNLZ	728489
37568	ENSG00000255529	POLR2M	81488
37570	ENSG00000182366	FAM87A	157693
37574	ENSG00000101812	H2BFM	286436
37576	ENSG00000130173	ANGPTL8	55908
37578	ENSG00000239463	HLA-DMA	3108
37581	ENSG00000234456	MAGI2-AS3	100505881
37583	ENSG00000112419	PHACTR2	9749
37584	ENSG00000258867	LINC01146	283587
37585	ENSG00000223510	CDRT15	146822
37586	ENSG00000074706	IPCEF1	26034
37587	ENSG00000103479	RBL2	5934
37588	ENSG00000270629	NBPF14	25832
37589	ENSG00000270629	NBPF14	100996763
37592	ENSG00000124209	RAB22A	57403
37593	ENSG00000152518	ZFP36L2	678
37597	ENSG00000186409	CCDC30	728621
37598	ENSG00000167600	CYP2S1	29785
37599	ENSG00000198146	ZNF770	54989
37603	ENSG00000164125	FAM198B	51313
37606	ENSG00000138079	SLC3A1	6519
37607	ENSG00000246705	H2AFJ	55766
37608	ENSG00000231631	PSMB8	5696
37611	ENSG00000103066	PLA2G15	23659
37612	ENSG00000163374	YY1AP1	55249
37617	ENSG00000234177	LINC01114	284998
37618	ENSG00000265480	KRT18P55	284085
37619	ENSG00000147419	CCDC25	55246
37621	ENSG00000241119	UGT1A9	54600
37627	ENSG00000168116	KIAA1586	57691
37628	ENSG00000135111	TBX3	6926
37632	ENSG00000177854	TMEM187	8269
37634	ENSG00000187796	CARD9	64170
37635	ENSG00000065361	ERBB3	2065
37637	ENSG00000257704	INAFM1	255783
37641	ENSG00000068831	RASGRP2	10235
37644	ENSG00000231213	PLSCR5	389158
37647	ENSG00000230004	HCG14	414760
37648	ENSG00000174992	ZG16	653808
37653	ENSG00000169509	CRCT1	54544
37654	ENSG00000057593	F7	2155
37661	ENSG00000277363	SRCIN1	80725
37663	ENSG00000198131	ZNF544	27300
37664	ENSG00000163485	ADORA1	134
37665	ENSG00000186795	KCNK18	338567
37666	ENSG00000152102	FAM168B	130074
37667	ENSG00000131019	ULBP3	79465
37668	ENSG00000132464	ENAM	10117
37669	ENSG00000070367	EXOC5	10640
37670	ENSG00000154864	PIEZO2	63895
37671	ENSG00000125954	CHURC1-FNTB	100529261
37672	ENSG00000281778	LINC00550	338862
37673	ENSG00000133488	SEC14L4	284904
37674	ENSG00000155008	APOOL	139322
37675	ENSG00000177707	PVRL3	25945
37679	ENSG00000133858	ZFC3H1	196441
37681	ENSG00000186207	LCE5A	254910
37684	ENSG00000155324	GRAMD3	65983
37686	ENSG00000118972	FGF23	8074
37689	ENSG00000233093	LINC00892	100128420
37691	ENSG00000164172	MOCS2	4338
37702	ENSG00000185966	LCE3E	353145
37703	ENSG00000145794	MEGF10	84466
37704	ENSG00000073756	PTGS2	5743
37707	ENSG00000132406	TMEM128	85013
37710	ENSG00000104237	RP1	6101
37717	ENSG00000151572	ANO4	121601
37718	ENSG00000206262	FOXL2NB	401089
37724	ENSG00000132718	SYT11	23208
37727	ENSG00000173614	NMNAT1	64802
37728	ENSG00000238056	PRRT1	80863
37729	ENSG00000238056	PRRT1	100507547
37730	ENSG00000138709	LARP1B	55132
37733	ENSG00000172262	ZNF131	7690
37734	ENSG00000182463	TSHZ2	128553
37735	ENSG00000063322	MED29	55588
37737	ENSG00000084774	CAD	790
37738	ENSG00000186452	TMPRSS12	283471
37741	ENSG00000103035	PSMD7	5713
37742	ENSG00000165660	FAM175B	23172
37745	ENSG00000176697	BDNF	627
37752	ENSG00000187682	ERAS	3266
37753	ENSG00000280677	FAM66B	100128890
37759	ENSG00000278279	LILRB4	11006
37760	ENSG00000128045	RASL11B	65997
37768	ENSG00000115145	STAM2	10254
37776	ENSG00000090989	EXOC1	55763
37779	ENSG00000136169	SETDB2	83852
37782	ENSG00000261097	LINC00563	100861554
37783	ENSG00000204623	ZNRD1-AS1	80862
37789	ENSG00000231939	HLA-DQB1	3119
37790	ENSG00000087128	TMPRSS11E	28983
37792	ENSG00000043591	ADRB1	153
37796	ENSG00000244734	HBB	3043
37797	ENSG00000100129	EIF3L	51386
37798	ENSG00000183340	JRKL	8690
37799	ENSG00000146232	NFKBIE	4794
37803	ENSG00000171316	CHD7	55636
37804	ENSG00000278608	MAMDC2	256691
37807	ENSG00000171234	UGT2B7	7364
37811	ENSG00000011132	APBA3	9546
37812	ENSG00000124641	MED20	9477
37813	ENSG00000235437	LINC01278	92249
37814	ENSG00000119596	YLPM1	56252
37816	ENSG00000164506	STXBP5	134957
37821	ENSG00000179772	FOXS1	2307
37822	ENSG00000241469	LINC00635	151658
37823	ENSG00000145423	SFRP2	6423
37824	ENSG00000229767	DDR1	780
37825	ENSG00000104722	NEFM	4741
37826	ENSG00000127663	KDM4B	23030
37827	ENSG00000215067	ALOX12-AS1	100506713
37828	ENSG00000137492	PRKRIR	5612
37830	ENSG00000136942	RPL35	11224
37833	ENSG00000149781	FERMT3	83706
37834	ENSG00000185615	PDIA2	64714
37838	ENSG00000124466	LYPD3	27076
37841	ENSG00000240849	TMEM189	387521
37845	ENSG00000112078	KCTD20	222658
37846	ENSG00000102109	PCSK1N	27344
37850	ENSG00000174448	STARD6	147323
37855	ENSG00000137073	UBAP2	55833
37857	ENSG00000100575	TIMM9	26520
37861	ENSG00000101473	ACOT8	10005
37863	ENSG00000170540	ARL6IP1	23204
37864	ENSG00000184471	C1QTNF8	390664
37866	ENSG00000143190	POU2F1	5451
37868	ENSG00000238284	LINC01448	101928795
37870	ENSG00000174231	PRPF8	10594
37873	ENSG00000151413	NUBPL	80224
37876	ENSG00000132906	CASP9	842
37877	ENSG00000204364	C2	717
37878	ENSG00000163864	NMNAT3	349565
37879	ENSG00000204103	MAFB	9935
37880	ENSG00000253958	CLDN23	137075
37881	ENSG00000154845	PPP4R1	9989
37883	ENSG00000099290	FAM21A	387680
37888	ENSG00000141198	TOM1L1	10040
37889	ENSG00000258947	TUBB3	10381
37890	ENSG00000244057	LCE3C	353144
37894	ENSG00000171604	CXXC5	51523
37895	ENSG00000104613	INTS10	55174
37896	ENSG00000198680	TUSC1	286319
37899	ENSG00000197451	HNRNPAB	3182
37902	ENSG00000116990	MYCL	4610
37903	ENSG00000205307	SAP25	100316904
37905	ENSG00000107223	EDF1	8721
37907	ENSG00000237412	PRSS56	646960
37908	ENSG00000144152	FBLN7	129804
37911	ENSG00000275748	ARL17B	51326
37912	ENSG00000275748	ARL17B	100294341
37913	ENSG00000275748	ARL17B	100506084
37914	ENSG00000275748	ARL17B	100996709
37915	ENSG00000051596	THOC3	84321
37917	ENSG00000235925	LY6G6C	80740
37918	ENSG00000109205	ODAM	54959
37919	ENSG00000122729	ACO1	48
37921	ENSG00000174151	CYB561D1	284613
37922	ENSG00000157881	PANK4	55229
37924	ENSG00000141499	WRAP53	55135
37926	ENSG00000166845	C18orf54	162681
37928	ENSG00000139133	ALG10	84920
37929	ENSG00000152926	ZNF117	51351
37931	ENSG00000258817	OR4C13	283092
37938	ENSG00000105143	SLC1A6	6511
37942	ENSG00000171291	ZNF439	90594
37943	ENSG00000156928	MALSU1	115416
37944	ENSG00000136999	NOV	4856
37945	ENSG00000277276	OTUB2	78990
37946	ENSG00000117592	PRDX6	9588
37949	ENSG00000110442	COMMD9	29099
37953	ENSG00000091972	CD200	4345
37955	ENSG00000242221	PSG2	5670
37960	ENSG00000108344	PSMD3	5709
37963	ENSG00000181656	GPR88	54112
37967	ENSG00000165119	HNRNPK	3190
37969	ENSG00000100739	BDKRB1	623
37972	ENSG00000081307	UBA5	79876
37973	ENSG00000223614	ZNF735	730291
37976	ENSG00000281376	ABALON	103021294
37980	ENSG00000100811	YY1	7528
37982	ENSG00000163661	PTX3	5806
37983	ENSG00000116544	DLGAP3	58512
37985	ENSG00000189409	MMP23B	8510
37987	ENSG00000196116	TDRD7	23424
37990	ENSG00000134352	IL6ST	3572
37992	ENSG00000118412	CASP8AP2	9994
37994	ENSG00000135917	SLC19A3	80704
37996	ENSG00000141101	NOB1	28987
37997	ENSG00000168818	STX18	53407
38000	ENSG00000255974	CYP2A6	1548
38001	ENSG00000105993	DNAJB6	10049
38005	ENSG00000137563	GGH	8836
38006	ENSG00000235531	MSC-AS1	100132891
38008	ENSG00000162437	RAVER2	55225
38010	ENSG00000130816	DNMT1	1786
38011	ENSG00000168802	CHTF8	54921
38012	ENSG00000163875	MEAF6	64769
38013	ENSG00000170558	CDH2	1000
38014	ENSG00000163138	PACRGL	133015
38017	ENSG00000173157	ADAMTS20	80070
38021	ENSG00000238196	NOTCH4	4855
38023	ENSG00000205916	DAZ4	1617
38024	ENSG00000205916	DAZ4	57135
38027	ENSG00000232810	TNF	7124
38028	ENSG00000128791	TWSG1	57045
38029	ENSG00000146530	VWDE	221806
38031	ENSG00000170954	ZNF415	55786
38037	ENSG00000165804	ZNF219	51222
38038	ENSG00000144962	SPATA16	83893
38043	ENSG00000068305	MEF2A	4205
38045	ENSG00000105671	DDX49	54555
38047	ENSG00000188786	MTF1	4520
38048	ENSG00000004059	ARF5	381
38050	ENSG00000231160	KLF3-AS1	79667
38051	ENSG00000278634	LILRA2	11027
38052	ENSG00000111271	ACAD10	80724
38053	ENSG00000117411	B4GALT2	8704
38054	ENSG00000125352	RNF113A	7737
38055	ENSG00000172716	SLFN11	91607
38057	ENSG00000183542	KLRC4	8302
38058	ENSG00000165076	PRSS37	136242
38059	ENSG00000101144	BMP7	655
38060	ENSG00000076944	STXBP2	6813
38061	ENSG00000134874	DZIP1	22873
38062	ENSG00000105355	PLIN3	10226
38063	ENSG00000183963	SMTN	6525
38064	ENSG00000146670	CDCA5	113130
38065	ENSG00000172772	OR10W1	81341
38067	ENSG00000173575	CHD2	1106
38068	ENSG00000117519	CNN3	1266
38070	ENSG00000136918	WDR38	401551
38072	ENSG00000138674	SEC31A	22872
38075	ENSG00000070601	FRMPD1	22844
38078	ENSG00000115839	RAB3GAP1	22930
38082	ENSG00000188732	FAM221A	340277
38083	ENSG00000130598	TNNI2	7136
38085	ENSG00000213809	KLRK1	22914
38086	ENSG00000213809	KLRK1	100528032
38087	ENSG00000154920	EME1	146956
38088	ENSG00000171490	RSL1D1	26156
38089	ENSG00000168566	SNRNP48	154007
38090	ENSG00000067900	ROCK1	6093
38091	ENSG00000274081	PUF60	22827
38097	ENSG00000172508	CARNS1	57571
38099	ENSG00000108883	EFTUD2	9343
38100	ENSG00000204149	AGAP6	119016
38101	ENSG00000204149	AGAP6	414189
38104	ENSG00000173545	ZNF622	90441
38105	ENSG00000104205	SGK3	23678
38106	ENSG00000105662	CRTC1	23373
38107	ENSG00000236699	ARHGEF38	54848
38109	ENSG00000124496	TRERF1	55809
38112	ENSG00000131015	ULBP2	80328
38113	ENSG00000145332	KLHL8	57563
38115	ENSG00000197265	GTF2E2	2961
38117	ENSG00000234511	C5orf58	133874
38120	ENSG00000119650	IFT43	112752
38121	ENSG00000198754	OXCT2	64064
38122	ENSG00000166086	JAM3	83700
38125	ENSG00000162494	LRRC38	126755
38127	ENSG00000173825	TIGD3	220359
38128	ENSG00000221817	PPP3CB-AS1	101929145
38129	ENSG00000196604	POTEF	728378
38130	ENSG00000169021	UQCRFS1	7386
38132	ENSG00000101323	HAO1	54363
38135	ENSG00000151376	ME3	10873
38140	ENSG00000005007	UPF1	5976
38141	ENSG00000181218	HIST3H2A	92815
38142	ENSG00000232005	PBX2	5089
38143	ENSG00000232005	PBX2	5089
38144	ENSG00000235700	CYCSP52	360155
38146	ENSG00000188916	FAM196A	642938
38148	ENSG00000170545	SMAGP	57228
38153	ENSG00000142207	URB1	9875
38155	ENSG00000184033	CTAG1B	1485
38156	ENSG00000008197	TFAP2D	83741
38157	ENSG00000168830	HTR1E	3354
38158	ENSG00000117036	ETV3	2117
38161	ENSG00000104897	SF3A2	8175
38162	ENSG00000167863	ATP5H	10476
38167	ENSG00000160445	ZER1	10444
38173	ENSG00000233954	UQCRHL	440567
38175	ENSG00000171552	BCL2L1	598
38176	ENSG00000196890	HIST3H2BB	128312
38177	ENSG00000186187	ZNRF1	84937
38183	ENSG00000145936	KCNMB1	3779
38185	ENSG00000110066	KMT5B	51111
38186	ENSG00000276469	GPR179	440435
38187	ENSG00000125245	GPR18	2841
38188	ENSG00000119986	AVPI1	60370
38189	ENSG00000089356	FXYD3	5349
38190	ENSG00000072210	ALDH3A2	224
38191	ENSG00000264522	OTUD7B	56957
38193	ENSG00000160307	S100B	6285
38194	ENSG00000124120	TTPAL	79183
38196	ENSG00000262788	UTP4	84916
38201	ENSG00000125255	SLC10A2	6555
38202	ENSG00000117569	PTBP2	58155
38203	ENSG00000131401	NAPSB	256236
38204	ENSG00000143412	ANXA9	8416
38206	ENSG00000223941	LINC01014	100874330
38208	ENSG00000184992	BRI3BP	140707
38209	ENSG00000111639	MRPL51	51258
38211	ENSG00000119950	MXI1	4601
38212	ENSG00000228889	UBAC2-AS1	100289373
38213	ENSG00000164197	RNF180	285671
38220	ENSG00000138829	FBN2	2201
38226	ENSG00000144677	CTDSPL	10217
38230	ENSG00000162998	FRZB	2487
38231	ENSG00000188000	OR7D2	162998
38232	ENSG00000149435	GGTLC1	92086
38233	ENSG00000197323	TRIM33	51592
38237	ENSG00000175600	SUGCT	79783
38243	ENSG00000125356	NDUFA1	4694
38247	ENSG00000102144	PGK1	5230
38250	ENSG00000228526	MIR34AHG	106614088
38252	ENSG00000221954	OR4C12	283093
38255	ENSG00000166787	SAA3P	6290
38257	ENSG00000196588	MKL1	57591
38262	ENSG00000131126	TEX101	83639
38270	ENSG00000042317	SPATA7	55812
38271	ENSG00000171201	SMR3B	10879
38272	ENSG00000241258	CRCP	27297
38276	ENSG00000118985	ELL2	22936
38277	ENSG00000142507	PSMB6	5694
38278	ENSG00000164304	CAGE1	285782
38282	ENSG00000169045	HNRNPH1	3187
38285	ENSG00000122375	OPN4	94233
38287	ENSG00000180815	MAP3K15	389840
38290	ENSG00000240990	HOXA11-AS	221883
38292	ENSG00000133216	EPHB2	2048
38293	ENSG00000086696	HSD17B2	3294
38296	ENSG00000100991	TRPC4AP	26133
38297	ENSG00000137168	PPIL1	51645
38298	ENSG00000228787	NLGN4Y-AS1	100874056
38304	ENSG00000214309	MBLAC1	255374
38305	ENSG00000172081	MOB3A	126308
38307	ENSG00000170142	UBE2E1	7324
38308	ENSG00000159723	AGRP	181
38312	ENSG00000091592	NLRP1	22861
38315	ENSG00000214595	EML6	400954
38316	ENSG00000196273	LINC00523	283601
38319	ENSG00000213030	CGB8	94115
38324	ENSG00000028310	BRD9	65980
38331	ENSG00000244968	LIFR-AS1	100506495
38334	ENSG00000091073	DTX2	113878
38335	ENSG00000148773	MKI67	4288
38337	ENSG00000075426	FOSL2	2355
38341	ENSG00000135297	MTO1	25821
38346	ENSG00000142444	C19orf52	90580
38347	ENSG00000198185	ZNF334	55713
38351	ENSG00000170458	CD14	929
38352	ENSG00000146250	PRSS35	167681
38356	ENSG00000145428	RNF175	285533
38359	ENSG00000175538	KCNE3	10008
38361	ENSG00000164815	ORC5	5001
38366	ENSG00000181785	OR5AS1	219447
38375	ENSG00000225366	TDGF1P3	6998
38381	ENSG00000139648	KRT71	112802
38385	ENSG00000164051	CCDC51	79714
38387	ENSG00000128606	LRRC17	10234
38390	ENSG00000116747	TROVE2	6738
38392	ENSG00000168124	OR1F1	4992
38393	ENSG00000168301	KCTD6	200845
38396	ENSG00000278442	KIR3DL2	3812
38397	ENSG00000145649	GZMA	3001
38400	ENSG00000118492	ADGB	79747
38405	ENSG00000004939	SLC4A1	6521
38406	ENSG00000131849	ZNF132	7691
38407	ENSG00000182329	KIAA2012	100652824
38410	ENSG00000240857	RDH14	57665
38414	ENSG00000136718	IMP4	92856
38418	ENSG00000186118	TEX38	374973
38419	ENSG00000170946	DNAJC24	120526
38425	ENSG00000020129	NCDN	23154
38426	ENSG00000281347	NF1P9	440225
38427	ENSG00000111790	FGFR1OP2	26127
38429	ENSG00000061337	LZTS1	11178
38430	ENSG00000043462	LCP2	3937
38431	ENSG00000129317	PUS7L	83448
38435	ENSG00000144026	ZNF514	84874
38441	ENSG00000175334	BANF1	8815
38442	ENSG00000136810	TXN	7295
38444	ENSG00000274454	SLC22A18AS	5003
38446	ENSG00000172154	OR8I2	120586
38448	ENSG00000237052	GPSM3	63940
38451	ENSG00000255112	CHMP1B	57132
38454	ENSG00000273045	C2orf15	150590
38456	ENSG00000273883	LILRP2	79166
38458	ENSG00000147324	MFHAS1	9258
38462	ENSG00000143774	GUK1	2987
38464	ENSG00000106479	ZNF862	643641
38465	ENSG00000167861	HID1	283987
38466	ENSG00000215012	C22orf29	79680
38467	ENSG00000169105	CHST14	113189
38471	ENSG00000181374	CCL13	6357
38472	ENSG00000198920	KIAA0753	9851
38474	ENSG00000188191	PRKAR1B	5575
38476	ENSG00000259803	SLC22A31	146429
38477	ENSG00000170634	ACYP2	98
38478	ENSG00000232434	C9orf172	389813
38482	ENSG00000203897	SPATA42	642864
38483	ENSG00000233725	LINC00284	121838
38486	ENSG00000119139	TJP2	9414
38487	ENSG00000248049	UBA6-AS1	550112
38488	ENSG00000154240	CEP112	201134
38489	ENSG00000179085	DPM3	54344
38490	ENSG00000134049	IER3IP1	51124
38491	ENSG00000141519	CCDC40	55036
38492	ENSG00000164111	ANXA5	308
38493	ENSG00000230262	MIRLET7DHG	158257
38494	ENSG00000084072	PPIE	10450
38497	ENSG00000259823	LYPD8	646627
38503	ENSG00000100075	SLC25A1	6576
38505	ENSG00000145014	TMEM44	93109
38507	ENSG00000130669	PAK4	10298
38508	ENSG00000276386	CNTNAP3P2	79937
38514	ENSG00000179826	MRGPRX3	117195
38518	ENSG00000168398	BDKRB2	624
38521	ENSG00000145220	LYAR	55646
38524	ENSG00000111716	LDHB	3945
38526	ENSG00000105849	TWISTNB	221830
38529	ENSG00000180773	SLC36A4	120103
38531	ENSG00000101210	EEF1A2	1917
38533	ENSG00000113594	LIFR	3977
38536	ENSG00000184178	SCFD2	152579
38539	ENSG00000174640	SLCO2A1	6578
38540	ENSG00000104848	KCNA7	3743
38544	ENSG00000249534	LINC01258	101928776
38546	ENSG00000183023	SLC8A1	6546
38547	ENSG00000148688	RPP30	10556
38549	ENSG00000177879	AP3S1	1176
38551	ENSG00000280314	OR8K3	219473
38552	ENSG00000116857	TMEM9	252839
38556	ENSG00000250174	MYLK-AS2	100873940
38558	ENSG00000184014	DENND5A	23258
38561	ENSG00000175946	KLHL38	340359
38565	ENSG00000276154	KIR2DS4	3809
38567	ENSG00000230316	FEZF1-AS1	154860
38568	ENSG00000183691	NOG	9241
38571	ENSG00000214338	SOGA3	387104
38572	ENSG00000157014	TATDN2	9797
38573	ENSG00000171914	TLN2	83660
38574	ENSG00000197444	OGDHL	55753
38576	ENSG00000232021	LEF1-AS1	641518
38578	ENSG00000233840	PCDH9-AS4	100874087
38581	ENSG00000163161	ERCC3	2071
38582	ENSG00000171051	FPR1	2357
38583	ENSG00000228842	PCDH9-AS2	100874064
38585	ENSG00000174684	B4GAT1	11041
38589	ENSG00000184925	LCN12	286256
38590	ENSG00000150773	PIH1D2	120379
38591	ENSG00000075884	ARHGAP15	55843
38593	ENSG00000198967	OR10Z1	128368
38596	ENSG00000197062	ZSCAN26	7741
38599	ENSG00000125319	C17orf53	78995
38600	ENSG00000245526	LINC00461	645323
38601	ENSG00000135315	CEP162	22832
38602	ENSG00000256222	MTRNR2L3	100462983
38603	ENSG00000258453	OR11H2	79334
38607	ENSG00000146755	TRIM50	135892
38609	ENSG00000101400	SNTA1	6640
38612	ENSG00000100979	PLTP	5360
38613	ENSG00000213462	ERV3-1	2086
38615	ENSG00000161551	ZNF577	84765
38617	ENSG00000136104	RNASEH2B	79621
38621	ENSG00000187498	COL4A1	1282
38625	ENSG00000177058	SLC38A9	153129
38627	ENSG00000204428	LY6G5C	80741
38628	ENSG00000212916	MAP10	54627
38629	ENSG00000160752	FDPS	2224
38632	ENSG00000198056	PRIM1	5557
38633	ENSG00000172250	SERHL	94009
38634	ENSG00000121552	CSTA	1475
38641	ENSG00000276459	KIR2DL3	3804
38643	ENSG00000273594	EEF1D	1936
38645	ENSG00000165359	DDX26B	203522
38646	ENSG00000169299	PGM2	55276
38649	ENSG00000145536	ADAMTS16	170690
38656	ENSG00000155511	GRIA1	2890
38658	ENSG00000227746	C4A	720
38659	ENSG00000244342	LINC00698	285401
38660	ENSG00000165272	AQP3	360
38661	ENSG00000164520	RAET1E	135250
38662	ENSG00000188042	ARL4C	10123
38665	ENSG00000270601	PRAMEF5	343068
38666	ENSG00000135940	COX5B	1329
38667	ENSG00000275895	U2AF1L5	102724594
38669	ENSG00000277177	LILRA6	11025
38670	ENSG00000277177	LILRA6	79168
38674	ENSG00000135316	SYNCRIP	10492
38677	ENSG00000109971	HSPA8	3312
38678	ENSG00000214344	OR4F13P	390651
38679	ENSG00000123395	ATG101	60673
38687	ENSG00000010244	ZNF207	7756
38689	ENSG00000186767	SPIN4	139886
38690	ENSG00000110848	CD69	969
38691	ENSG00000206232	PSMB8-AS1	100507463
38692	ENSG00000153086	ACMSD	130013
38694	ENSG00000064195	DLX3	1747
38695	ENSG00000182132	KCNIP1	30820
38696	ENSG00000204947	ZNF425	155054
38698	ENSG00000005882	PDK2	5164
38699	ENSG00000100121	GGTLC2	91227
38701	ENSG00000152413	HOMER1	9456
38702	ENSG00000152969	JAKMIP1	152789
38703	ENSG00000028839	TBPL1	9519
38704	ENSG00000005175	RPAP3	79657
38705	ENSG00000059769	DNAJC25	548645
38706	ENSG00000171056	SOX7	83595
38707	ENSG00000133055	MYBPH	4608
38708	ENSG00000145736	GTF2H2	2966
38709	ENSG00000145736	GTF2H2	728340
38710	ENSG00000274571	NLRP7	199713
38712	ENSG00000182195	LDOC1	23641
38723	ENSG00000184983	NDUFA6	4700
38725	ENSG00000197969	VPS13A	23230
38727	ENSG00000223715	LINC01208	100505547
38728	ENSG00000113328	CCNG1	900
38733	ENSG00000135631	RAB11FIP5	26056
38734	ENSG00000134748	PRPF38A	84950
38737	ENSG00000175931	UBE2O	63893
38745	ENSG00000088827	SIGLEC1	6614
38747	ENSG00000228075	BOD1L2	284257
38748	ENSG00000185730	ZNF696	79943
38749	ENSG00000172296	SPTLC3	55304
38750	ENSG00000129152	MYOD1	4654
38752	ENSG00000174016	FAM46D	169966
38754	ENSG00000204019	CT83	203413
38755	ENSG00000234414	RBMY1A1	5940
38756	ENSG00000100412	ACO2	50
38758	ENSG00000137831	UACA	55075
38759	ENSG00000089234	BRAP	8315
38761	ENSG00000183087	GAS6	2621
