Source	Target	Type
HNF3_Q6_01	ENSG00000104064	regulate
ENSG00000001167	NFY_Q6	protein
HDAC2_06	ENSG00000167074	regulate
PAX4_04	ENSG00000196092	regulate
ENSG00000221869	ATF4CEBPD_01	protein
EGR1_16	ENSG00000105732	regulate
DUX4_01	ENSG00000137309	regulate
ENSG00000064195	DLX3_Q3	protein
HNF6_Q6	ENSG00000159387	regulate
ENSG00000185507	IRF7_04	protein
HNF3ALPHA_Q6	ENSG00000129194	regulate
AIRE_02	ENSG00000196350	regulate
RBAK_03	ENSG00000166337	regulate
VSX1_01	ENSG00000204524	regulate
HDAC2_06	ENSG00000197363	regulate
FOXD2_01	ENSG00000102145	regulate
NRSF_01	ENSG00000163848	regulate
BCL6_01	ENSG00000180938	regulate
LMX1B_01	ENSG00000173039	regulate
CUX1SRF_01	ENSG00000235608	regulate
ZSCAN2_06	ENSG00000177125	regulate
EGR1_12	ENSG00000196152	regulate
PU1_Q4	ENSG00000197279	regulate
HNF1B_01	ENSG00000177030	regulate
ENSG00000198182	ZNF607_02	protein
RPC155_01	ENSG00000197905	regulate
HOXA6_01	ENSG00000163884	regulate
OCT1_04	ENSG00000180535	regulate
RPC155_01	ENSG00000278570	regulate
RPC155_01	ENSG00000116604	regulate
ZNF470_03	ENSG00000139800	regulate
ETV2TCF3_01	ENSG00000164458	regulate
BCL6_01	ENSG00000128710	regulate
RPC155_01	ENSG00000185122	regulate
HDAC2_06	ENSG00000140987	regulate
ZNF366_01	ENSG00000258289	regulate
ENSG00000112658	SRF_C	protein
ENSG00000100811	YY1_01	protein
ENSG00000198300	PEG3_04	protein
BCL6_01	ENSG00000170949	regulate
HDAC2_06	ENSG00000197808	regulate
HOXC8_01	ENSG00000089335	regulate
BCL6_01	ENSG00000177426	regulate
HNF3B_01	ENSG00000137309	regulate
POU5F1_08	ENSG00000198911	regulate
TCF11_01	ENSG00000100625	regulate
STAT4_Q4	ENSG00000136997	regulate
HNF1_Q6	ENSG00000107249	regulate
FOXP1_01	ENSG00000130522	regulate
ENSG00000257923	CDP_04	protein
OCT1_04	ENSG00000188295	regulate
ENSG00000052850	TEAD4ALX4_01	protein
BCL6_01	ENSG00000204231	regulate
MSX2_03	ENSG00000197841	regulate
ZIM3_02	ENSG00000198597	regulate
FOX_Q2	ENSG00000196378	regulate
EGR1_16	ENSG00000123268	regulate
NFYB_01	ENSG00000204514	regulate
PIT1_01	ENSG00000118156	regulate
OCT1_05	ENSG00000178403	regulate
SHOX2_01	ENSG00000167840	regulate
RORC_01	ENSG00000197054	regulate
IRF1_05	ENSG00000152467	regulate
ENSG00000073861	TBX21_03	protein
HDAC2_06	ENSG00000171425	regulate
NFYA_02	ENSG00000113580	regulate
SHOX2_01	ENSG00000251192	regulate
ZNF540_02	ENSG00000125285	regulate
LUN1_01	ENSG00000197935	regulate
FOXN2_02	ENSG00000171634	regulate
HOXD12HOXA3_01	ENSG00000106031	regulate
STAT1_05	ENSG00000107249	regulate
ATF4CEBPD_01	ENSG00000080298	regulate
ZNF383_02	ENSG00000171469	regulate
ENSG00000198815	FOXJ3_09	protein
HDAC2_06	ENSG00000197714	regulate
ENSG00000266265	KLF14_01	protein
ENSG00000169083	AR_10	protein
LIM1_01	ENSG00000173039	regulate
ENSG00000143190	OCT1_08	protein
LHX3_01	ENSG00000169375	regulate
CART1_02	ENSG00000198740	regulate
ENSG00000004848	ARX_01	protein
LHX3_01	ENSG00000138738	regulate
OCT1_08	ENSG00000251192	regulate
BCL6_01	ENSG00000161405	regulate
CUX1_07	ENSG00000171466	regulate
RPC155_01	ENSG00000167625	regulate
BARX2_01	ENSG00000251192	regulate
ENSG00000111424	VDR_Q3	protein
BCL6_01	ENSG00000171970	regulate
HNF3_Q6_01	ENSG00000171649	regulate
AIRE_02	ENSG00000173041	regulate
HDAC2_06	ENSG00000215372	regulate
ENSG00000169083	AR_04	protein
LXRBRXRA_Q5_01	ENSG00000118156	regulate
EAR2_Q2	ENSG00000136826	regulate
DBX1_01	ENSG00000105750	regulate
TRPS1_Q3	ENSG00000146587	regulate
FOXP1_01	ENSG00000178935	regulate
ENSG00000130522	JUND_05	protein
ZNF572_02	ENSG00000185668	regulate
EMX2_04	ENSG00000173039	regulate
NFIB_01	ENSG00000143178	regulate
FOXJ2_01	ENSG00000142700	regulate
IRX5_01	ENSG00000173404	regulate
BCL6_01	ENSG00000197162	regulate
ENSG00000185730	ZNF696_01	protein
ENSG00000143390	RFX5_01	protein
ZFP14_02	ENSG00000188295	regulate
ISL2_01	ENSG00000081386	regulate
CUX1RFX5_01	ENSG00000019549	regulate
BCL6_01	ENSG00000283321	regulate
NKX63_01	ENSG00000176678	regulate
DUX4_01	ENSG00000164853	regulate
ENSG00000115207	GTF3C2_01	protein
ENSG00000167562	ZNF701_02	protein
TST1_02	ENSG00000118156	regulate
ENSG00000186376	ZNF75_01	protein
ZNF567_02	ENSG00000124766	regulate
TEF_04	ENSG00000183770	regulate
ENSG00000125846	ZNF133_03	protein
RPC155_01	ENSG00000083844	regulate
ENSG00000124813	AML_Q6	protein
HOXD1_01	ENSG00000177551	regulate
ZNF552_01	ENSG00000138380	regulate
BCL6_01	ENSG00000196391	regulate
HFH3_01	ENSG00000129351	regulate
BCL6_01	ENSG00000157554	regulate
ENSG00000196458	ZNF605_01	protein
ENSG00000167555	ZNF528_02	protein
BCL6_01	ENSG00000100393	regulate
ENSG00000120738	EGR1_12	protein
IRX4_01	ENSG00000029363	regulate
HDAC2_06	ENSG00000102878	regulate
SIX3_Q6	ENSG00000128710	regulate
RPC155_01	ENSG00000159692	regulate
BCL6_01	ENSG00000130803	regulate
ENSG00000112658	SRF_01	protein
HNF3B_01	ENSG00000123358	regulate
RPC155_01	ENSG00000112658	regulate
CDX_Q5	ENSG00000196247	regulate
BCL6_01	ENSG00000245680	regulate
CGBP_01	ENSG00000105261	regulate
BCL6_01	ENSG00000186272	regulate
ENSG00000167182	SP2_07	protein
NFYC_Q5	ENSG00000173404	regulate
SETDB1_01	ENSG00000138380	regulate
ZNF263_02	ENSG00000171634	regulate
HDAC2_06	ENSG00000113916	regulate
IRF1_05	ENSG00000213096	regulate
PU1_Q4	ENSG00000198807	regulate
BCL6_01	ENSG00000198482	regulate
FOXN2_02	ENSG00000147118	regulate
E2F3EOMES_01	ENSG00000182111	regulate
ZNF28_03	ENSG00000251493	regulate
ENSG00000081189	MEF2_Q6_03	protein
MOX1_01	ENSG00000198440	regulate
TATA_01	ENSG00000197062	regulate
IRF1_05	ENSG00000105136	regulate
OCT3_Q6	ENSG00000196646	regulate
HNF3_Q6_01	ENSG00000112837	regulate
ARX_03	ENSG00000001167	regulate
HMGIY_Q3	ENSG00000168610	regulate
CGBP_01	ENSG00000170265	regulate
MXI1_01	ENSG00000185551	regulate
ENSG00000197063	MAFG_Q3	protein
HDAC2_06	ENSG00000143178	regulate
MEF2_Q6_03	ENSG00000137947	regulate
SATB1_Q3	ENSG00000197062	regulate
ENSG00000125820	NKX22_02	protein
ENSG00000001167	NFY_Q6_01	protein
ENSG00000173917	HOXB2PAX1_02	protein
DMRT5_01	ENSG00000131848	regulate
BCL6_01	ENSG00000185024	regulate
NR1B1RXRA_01	ENSG00000105392	regulate
OCT1_04	ENSG00000105708	regulate
NKX61_01	ENSG00000148606	regulate
OCT1_04	ENSG00000109851	regulate
HDAC2_06	ENSG00000198046	regulate
BCL6_01	ENSG00000198815	regulate
OCT1_03	ENSG00000175322	regulate
IRF1_05	ENSG00000010539	regulate
HOXC13_Q2	ENSG00000082258	regulate
OCT1_04	ENSG00000215397	regulate
ENSG00000138795	LEF1TCF1_Q4	protein
OCT1_04	ENSG00000140262	regulate
ENSG00000198815	FOXJ3_08	protein
OCTAMER_02	ENSG00000198740	regulate
EN2_01	ENSG00000251192	regulate
BCL6_01	ENSG00000184271	regulate
RPC155_01	ENSG00000143437	regulate
ENSG00000143190	OCT1_05	protein
ZNF561_01	ENSG00000180535	regulate
FOXP1_01	ENSG00000223547	regulate
LHX3_01	ENSG00000113430	regulate
SETDB1_01	ENSG00000089335	regulate
ENSG00000134595	SOX_Q4	protein
BCL6_01	ENSG00000120837	regulate
HDAC2_06	ENSG00000143842	regulate
HNF3_Q6_01	ENSG00000131845	regulate
ENSG00000165556	CDX2_01	protein
LMX1B_01	ENSG00000234284	regulate
RPC155_01	ENSG00000126456	regulate
HOXA4_01	ENSG00000167074	regulate
FOXE3_01	ENSG00000213799	regulate
ENSG00000197841	ZNF181_01	protein
ETV5HOXA13_01	ENSG00000125812	regulate
FOXJ2_01	ENSG00000172006	regulate
FOXP1_01	ENSG00000143379	regulate
POU2F1DLX2_01	ENSG00000256683	regulate
NKX63_01	ENSG00000215343	regulate
BARX1_03	ENSG00000066422	regulate
FOX_Q2	ENSG00000197385	regulate
PAX4_04	ENSG00000197566	regulate
HOXA4_01	ENSG00000198740	regulate
SRF_07	ENSG00000130182	regulate
BCL6_01	ENSG00000106261	regulate
LXRBRXRA_Q5_01	ENSG00000137090	regulate
HFH3_01	ENSG00000160352	regulate
HDAC2_06	ENSG00000181135	regulate
BARX1_01	ENSG00000229676	regulate
ENSG00000159184	HOXB2HOXB13_01	protein
FOXN2_02	ENSG00000204514	regulate
HIC2_03	ENSG00000178150	regulate
ESX1_01	ENSG00000117036	regulate
HNF3_Q6_01	ENSG00000172059	regulate
UNCX41_01	ENSG00000198740	regulate
FOXP1_01	ENSG00000189190	regulate
HDAC2_06	ENSG00000168036	regulate
ZNF227_02	ENSG00000176692	regulate
ENSG00000213096	ZNF254_03	protein
HOXA3_02	ENSG00000251192	regulate
IRF4_Q5	ENSG00000105750	regulate
ZNF224_03	ENSG00000231205	regulate
CEBPA_Q4	ENSG00000169554	regulate
ENSG00000205922	ONECUT3_01	protein
BCL6_01	ENSG00000197647	regulate
LXRBRXRA_Q5_01	ENSG00000198026	regulate
ZNF263_02	ENSG00000139445	regulate
RFX3SRF_01	ENSG00000153266	regulate
YY1_01	ENSG00000196268	regulate
HDAC2_06	ENSG00000146757	regulate
ENSG00000159184	HOXB13TBX21_01	protein
HDAC2_06	ENSG00000101412	regulate
NFKB1_Q4	ENSG00000167380	regulate
BCL6_01	ENSG00000197024	regulate
HNF3_Q6_01	ENSG00000137265	regulate
ENSG00000118689	FOXO3A_Q1	protein
ENSG00000105672	ETV2HES7_03	protein
HDAC2_06	ENSG00000165804	regulate
ENSG00000116044	NRF2_Q6	protein
ENSG00000001167	NFYA_Q5	protein
SETDB1_01	ENSG00000197863	regulate
ENSG00000180818	HOXC10_01	protein
BHLHE22_01	ENSG00000181450	regulate
FOX_Q2	ENSG00000077463	regulate
MYBL2_05	ENSG00000196323	regulate
SP4_05	ENSG00000057657	regulate
BCL6_01	ENSG00000213096	regulate
ENSG00000129514	HNF3ALPHA_Q6	protein
ENSG00000143390	RFX5_02	protein
LXRDR4_Q3	ENSG00000230797	regulate
HDAC2_06	ENSG00000273274	regulate
RPC155_01	ENSG00000121075	regulate
ENSG00000121068	TBX2_01	protein
FOXJ2_01	ENSG00000140009	regulate
AIRE_01	ENSG00000198028	regulate
ZNF417_01	ENSG00000124827	regulate
HDAC2_06	ENSG00000197124	regulate
SOX9_B1	ENSG00000179195	regulate
HNF1A_03	ENSG00000092607	regulate
ENSG00000176302	FOXR1_02	protein
HDAC2_06	ENSG00000204519	regulate
EGR1_12	ENSG00000256294	regulate
CDX_Q5	ENSG00000152475	regulate
ZNF256_01	ENSG00000162624	regulate
HDAC2_06	ENSG00000137947	regulate
ZNF700_03	ENSG00000196767	regulate
OCT1_04	ENSG00000242852	regulate
FOX_Q2	ENSG00000171872	regulate
ENSG00000111145	FOXO1ELK3_02	protein
RORC_01	ENSG00000132010	regulate
ENSG00000180257	ZNF816A_02	protein
ENSG00000130182	ZFP206_04	protein
ENSG00000092607	TBX15_03	protein
HOXA4_01	ENSG00000273046	regulate
NKX63_01	ENSG00000140548	regulate
CART1_01	ENSG00000196350	regulate
BCL6_01	ENSG00000095564	regulate
ENSG00000215421	ZNF407_01	protein
FOXD2_01	ENSG00000141510	regulate
ENSG00000092067	CEBPE_Q6	protein
HOXB2ESRRB_01	ENSG00000197566	regulate
HDAC2_06	ENSG00000187815	regulate
ZNF175_01	ENSG00000125398	regulate
CDX_Q5	ENSG00000100625	regulate
SETDB1_01	ENSG00000263002	regulate
ERR1_Q3	ENSG00000174963	regulate
ENSG00000186350	RXRPXR_Q2	protein
BCL6_01	ENSG00000111249	regulate
OCT1_04	ENSG00000130856	regulate
IRF4_Q5	ENSG00000125850	regulate
MEIS1BHOXA9_02	ENSG00000063438	regulate
TEAD4SOX15_01	ENSG00000196263	regulate
PAX6_Q2	ENSG00000198939	regulate
ENSG00000132170	PPARG_01	protein
HOXD12EOMES_01	ENSG00000176024	regulate
ZFP37_05	ENSG00000126603	regulate
ENSG00000185551	COUPTF2_Q6	protein
HDAC2_06	ENSG00000196172	regulate
TCF11_01	ENSG00000012048	regulate
HSF4_01	ENSG00000130699	regulate
OLF1_01	ENSG00000131061	regulate
ZNF17_02	ENSG00000128652	regulate
BSX_01	ENSG00000163884	regulate
IRF1_05	ENSG00000170949	regulate
BCL6_01	ENSG00000147133	regulate
BCL6_01	ENSG00000189190	regulate
ENSG00000068305	HMEF2_Q6	protein
MSX1_02	ENSG00000169375	regulate
ENSG00000162599	NF1_Q6	protein
ENSG00000159556	ISL2_01	protein
SETDB1_01	ENSG00000184517	regulate
ENSG00000115415	STAT1_05	protein
OTX2_03	ENSG00000168661	regulate
CEBPG_Q6	ENSG00000059728	regulate
ENSG00000197044	ZNF441_01	protein
IRF1_05	ENSG00000073282	regulate
HDAC2_06	ENSG00000124827	regulate
BCL6_01	ENSG00000092607	regulate
HOXB2ETV7_01	ENSG00000158773	regulate
HNF3_Q6_01	ENSG00000109320	regulate
PLZF_02	ENSG00000101216	regulate
OTP_01	ENSG00000214029	regulate
ENSG00000025434	LXR_Q6	protein
ENSG00000082258	CCNT2_01	protein
ENSG00000091831	ER_Q6	protein
HDAC2_06	ENSG00000257591	regulate
ABL1_01	ENSG00000109705	regulate
HDAC2_06	ENSG00000075891	regulate
ZNF561_01	ENSG00000100625	regulate
LXRBRXRA_Q5_01	ENSG00000160961	regulate
HNF3_Q6_01	ENSG00000244405	regulate
FOXD2_01	ENSG00000169554	regulate
CUX1HOXB13_01	ENSG00000221869	regulate
HOX13_02	ENSG00000163884	regulate
FOXJ2_01	ENSG00000077150	regulate
MSX1_02	ENSG00000256223	regulate
ARNTLPITX1_01	ENSG00000158691	regulate
CGBP_01	ENSG00000012048	regulate
JUND_03	ENSG00000196812	regulate
LXRBRXRA_Q5_01	ENSG00000172262	regulate
ZNF300_03	ENSG00000128714	regulate
HNF3_Q6_01	ENSG00000197372	regulate
ZNF677_02	ENSG00000101883	regulate
EGR1_12	ENSG00000198046	regulate
IRF1_05	ENSG00000198795	regulate
HOXD13_01	ENSG00000159885	regulate
HDAC2_06	ENSG00000166261	regulate
CDPCR3_01	ENSG00000095794	regulate
HNF3_Q6_01	ENSG00000196437	regulate
FOXJ2ELF1_01	ENSG00000198482	regulate
SETDB1_01	ENSG00000124459	regulate
IRF1_05	ENSG00000213973	regulate
ZNF713_03	ENSG00000114315	regulate
MSX1_02	ENSG00000121864	regulate
ONECUT1_01	ENSG00000181449	regulate
OCT1_04	ENSG00000196378	regulate
CEBPA_Q4	ENSG00000197050	regulate
E2F3EOMES_01	ENSG00000198740	regulate
PAX7_01	ENSG00000081386	regulate
ENSG00000198517	MAFK_06	protein
HDAC2_06	ENSG00000136574	regulate
SETDB1_01	ENSG00000154727	regulate
ENSG00000092607	TBX15_01	protein
ENSG00000113580	NR3C1_01	protein
ENSG00000025434	LXRDR4_Q3	protein
ENSG00000010030	HOXB2ETV7_01	protein
TBX19_01	ENSG00000116833	regulate
ENSG00000126767	ELK1SREBF2_02	protein
ZNF569_03	ENSG00000172238	regulate
ENSG00000111424	VDRRXRA_01	protein
HNF3_Q6_01	ENSG00000101883	regulate
ENSG00000149948	HMGIY_Q3	protein
ENSG00000169083	AR_08	protein
HNF3_Q6_01	ENSG00000172379	regulate
GCM2E2F8_01	ENSG00000164920	regulate
FOXM1_Q3	ENSG00000127989	regulate
IRF1_05	ENSG00000177125	regulate
ENSG00000115844	DLX2_01	protein
EWSR1FLI1_01	ENSG00000164916	regulate
HOXD1_01	ENSG00000186951	regulate
FOXJ2_01	ENSG00000198815	regulate
LXR_Q6	ENSG00000101216	regulate
ENSG00000185668	TST1_02	protein
SOX7_07	ENSG00000166704	regulate
PDX1_05	ENSG00000139352	regulate
MSX1_04	ENSG00000197841	regulate
MECP2_Q4_01	ENSG00000171634	regulate
ENSG00000101076	HNF4_Q6_01	protein
HNF3_Q6_01	ENSG00000121413	regulate
GATA2_09	ENSG00000162702	regulate
NFYA_Q5	ENSG00000163623	regulate
FREAC3_01	ENSG00000185630	regulate
HNF3_Q6_01	ENSG00000167394	regulate
HDAC2_06	ENSG00000118217	regulate
BCL6_01	ENSG00000118513	regulate
ENSG00000156925	ZIC3_06	protein
HDAC2_06	ENSG00000153879	regulate
EGR1_12	ENSG00000227124	regulate
PRRX2_05	ENSG00000273046	regulate
ENSG00000143190	OCT1_04	protein
ENSG00000130182	ZFP206_05	protein
ENSG00000135100	HNF1_Q6_01	protein
HDAC2_06	ENSG00000125952	regulate
BCL6_01	ENSG00000084093	regulate
ENSG00000197063	MAFG_01	protein
ZNF263_02	ENSG00000163848	regulate
BCL6_01	ENSG00000197343	regulate
BCL6_01	ENSG00000196826	regulate
HNF3B_01	ENSG00000171649	regulate
RPC155_01	ENSG00000196591	regulate
ENSG00000136352	NKX21_01	protein
ZNF521_03	ENSG00000118495	regulate
REST_04	ENSG00000043355	regulate
BCL6_01	ENSG00000197780	regulate
ENSG00000151702	TFAP4FLI1_01	protein
POU6F1_03	ENSG00000166860	regulate
RPC155_01	ENSG00000227124	regulate
RFX3_06	ENSG00000171223	regulate
FOXB1_02	ENSG00000143178	regulate
SRF_Q5_01	ENSG00000134138	regulate
HDAC2_06	ENSG00000198740	regulate
RPC155_01	ENSG00000112242	regulate
BCL6_01	ENSG00000106290	regulate
ENSG00000167840	ZNF232_01	protein
FOX_Q2	ENSG00000171469	regulate
HDAC2_06	ENSG00000156853	regulate
FOXJ2_01	ENSG00000136352	regulate
POU2F1DLX2_01	ENSG00000196605	regulate
ENSG00000105136	ZNF419_03	protein
ARP1_01	ENSG00000196946	regulate
UNCX41_01	ENSG00000173039	regulate
STAT5B_01	ENSG00000245680	regulate
HNF3_Q6_01	ENSG00000087903	regulate
ARX_03	ENSG00000074047	regulate
LEF1TCF1_Q4	ENSG00000182742	regulate
IRF1_05	ENSG00000170166	regulate
ZNF280B_01	ENSG00000119547	regulate
ZNF793_01	ENSG00000168610	regulate
ETV5EOMES_01	ENSG00000185947	regulate
HOXC8_01	ENSG00000181722	regulate
ENSG00000124766	SOX5_07	protein
EGR1_12	ENSG00000136870	regulate
ENSG00000166211	SPIC_03	protein
HNF3_Q6_01	ENSG00000198551	regulate
RPC155_01	ENSG00000186051	regulate
ENSG00000143355	LHX9_01	protein
HOXD3_01	ENSG00000213973	regulate
LHX3_01	ENSG00000251192	regulate
E2F3EOMES_01	ENSG00000120837	regulate
ENSG00000144852	DR4_Q2	protein
ENSG00000105866	SP4_Q3	protein
SOX11_Q6	ENSG00000173757	regulate
RPC155_01	ENSG00000186951	regulate
MEIS1SOX2_01	ENSG00000125945	regulate
ZIM3_02	ENSG00000067955	regulate
SP4_Q3	ENSG00000169548	regulate
NFIL3_03	ENSG00000197808	regulate
HDAC2_06	ENSG00000166478	regulate
FOXP1_01	ENSG00000250571	regulate
MECP2_Q4_01	ENSG00000185551	regulate
LHX5_01	ENSG00000081386	regulate
ENSG00000105996	TEAD4HOXA2_01	protein
BCL6_01	ENSG00000171291	regulate
ENSG00000120068	HOXB8_01	protein
ENSG00000160224	AIRE_01	protein
ZSCAN2_06	ENSG00000165259	regulate
SETDB1_01	ENSG00000159917	regulate
ENSG00000105672	ETV2NHLH1_02	protein
ENSG00000105722	ERFHOXA3_01	protein
ABL1_01	ENSG00000171295	regulate
NKX63_01	ENSG00000167074	regulate
OCTAMER_02	ENSG00000145734	regulate
LHX6_06	ENSG00000197905	regulate
HOXA4_01	ENSG00000167840	regulate
FOXP1_01	ENSG00000197587	regulate
FOXP1_01	ENSG00000229809	regulate
FREAC7_01	ENSG00000128645	regulate
FOXP1_01	ENSG00000185669	regulate
HDAC2_06	ENSG00000100968	regulate
BCL6_01	ENSG00000102908	regulate
E2F3EOMES_01	ENSG00000185177	regulate
S8_01	ENSG00000197483	regulate
HNF3_Q6_01	ENSG00000164916	regulate
EGR1_16	ENSG00000113722	regulate
FOXJ2_01	ENSG00000170265	regulate
HNF1B_04	ENSG00000129911	regulate
PU1_Q4	ENSG00000269699	regulate
FOXJ2_01	ENSG00000102935	regulate
ENSG00000106689	LHX2_03	protein
IRF1_05	ENSG00000148704	regulate
HDAC2_06	ENSG00000182521	regulate
BCL6_01	ENSG00000141905	regulate
FOXP1_01	ENSG00000160113	regulate
FOXP1_01	ENSG00000142700	regulate
GR_01	ENSG00000196591	regulate
YY1_07	ENSG00000100393	regulate
RPC155_01	ENSG00000177125	regulate
RPC155_01	ENSG00000181135	regulate
PBX1_05	ENSG00000109320	regulate
TBX5_Q2	ENSG00000197714	regulate
ENSG00000148200	GCNF_01	protein
ENSG00000196458	ZNF605_02	protein
CEBP_Q3	ENSG00000164048	regulate
COE2_02	ENSG00000116560	regulate
ENSG00000125285	SOX21_05	protein
RUNX2_04	ENSG00000169057	regulate
BCL6_01	ENSG00000067646	regulate
HDAC2_06	ENSG00000178150	regulate
FEZF1_01	ENSG00000100968	regulate
ENSG00000101076	HNF4A_03	protein
BLIMP1_02	ENSG00000184677	regulate
ENSG00000168310	IRF2_Q6	protein
ENSG00000143190	OCT1_02	protein
ENSG00000123364	HOXC13_01	protein
ZNF470_02	ENSG00000178175	regulate
SOX2_Q3	ENSG00000179909	regulate
ZNF195_03	ENSG00000175691	regulate
NFY_Q6_01	ENSG00000240225	regulate
MSX1_02	ENSG00000138738	regulate
CART1_03	ENSG00000137309	regulate
NKX61_03	ENSG00000160352	regulate
HNF3_Q6_01	ENSG00000198556	regulate
CART1_01	ENSG00000169957	regulate
BCL6_01	ENSG00000130584	regulate
HMGIY_Q3	ENSG00000258405	regulate
BCL6_01	ENSG00000177551	regulate
ENSG00000009709	PAX7_01	protein
BCL6_01	ENSG00000020633	regulate
HFH4_01	ENSG00000112333	regulate
FOXO1HOXA10_01	ENSG00000198046	regulate
POU2F1HOXB13_01	ENSG00000163623	regulate
OCT1_03	ENSG00000019549	regulate
POU3F1_Q6	ENSG00000177842	regulate
HDAC2_06	ENSG00000165588	regulate
ALX4_05	ENSG00000074047	regulate
FOXJ2_01	ENSG00000165259	regulate
HNF3_Q6_01	ENSG00000204514	regulate
FOXO3_01	ENSG00000283617	regulate
HFH3_01	ENSG00000134323	regulate
ENSG00000147862	MYOGNF1_01	protein
ENSG00000152192	POU4F1_Q6	protein
HDAC2_06	ENSG00000105856	regulate
HDAC2_06	ENSG00000197497	regulate
ENSG00000107859	PITX3_Q3_01	protein
ZNF600_02	ENSG00000188227	regulate
HDAC2_06	ENSG00000100393	regulate
HNF3_Q6_01	ENSG00000106852	regulate
HDAC2_06	ENSG00000170581	regulate
LXRBRXRA_Q5_01	ENSG00000143373	regulate
ENSG00000172216	CEBP_Q2_01	protein
EGR1_12	ENSG00000171817	regulate
ZNF526_02	ENSG00000105136	regulate
E2A_Q2	ENSG00000223614	regulate
HFH3_01	ENSG00000175213	regulate
ARP1_01	ENSG00000100219	regulate
FOXJ2_01	ENSG00000087903	regulate
HDAC2_06	ENSG00000105261	regulate
SETDB1_01	ENSG00000172006	regulate
BCL6_01	ENSG00000119574	regulate
MMEF2_Q6	ENSG00000150907	regulate
ENSG00000257923	CDPCR3_01	protein
MSX1_02	ENSG00000159387	regulate
GBX1_01	ENSG00000163508	regulate
SETDB1_01	ENSG00000274349	regulate
AIRE_01	ENSG00000152926	regulate
DRRS_01	ENSG00000171940	regulate
ENSG00000181894	ZNF329_03	protein
BCL6_01	ENSG00000107859	regulate
ENSG00000064195	TEAD4DLX3_01	protein
PU1_Q4	ENSG00000140044	regulate
BLIMP1_02	ENSG00000117000	regulate
BCL6_01	ENSG00000215397	regulate
ENSG00000105497	ZNF175_01	protein
FOXP1_01	ENSG00000102554	regulate
FOXJ2_01	ENSG00000169131	regulate
POU2F1GSC2_01	ENSG00000168826	regulate
ENSG00000121075	TBX4_02	protein
ENSG00000069667	RORA2_01	protein
PMX2A_01	ENSG00000081386	regulate
POU1F1_03	ENSG00000164651	regulate
ZNF553_02	ENSG00000108511	regulate
FOXO3A_Q1	ENSG00000223614	regulate
ENSG00000112658	CUX1SRF_01	protein
ENSG00000198911	ELK1SREBF2_02	protein
HFH3_01	ENSG00000196267	regulate
OCT_C	ENSG00000180535	regulate
ENSG00000185122	HSF1_Q6_01	protein
HNF3_Q6_01	ENSG00000167967	regulate
POU5F1_04	ENSG00000111704	regulate
ENSG00000135457	CP2_Q4	protein
ENSG00000119919	NKX23_01	protein
BCL6_01	ENSG00000176222	regulate
BCL6_01	ENSG00000140307	regulate
AIRE_01	ENSG00000132170	regulate
HDAC2_06	ENSG00000073282	regulate
FOXP1_01	ENSG00000129351	regulate
ENSG00000175387	SMAD2SMAD3SMAD4_01	protein
SATB1_Q3	ENSG00000128604	regulate
RPC155_01	ENSG00000185252	regulate
ENSG00000142065	ZFP14_04	protein
HDAC2_06	ENSG00000020256	regulate
NKX12_01	ENSG00000145734	regulate
FOXN2_02	ENSG00000126003	regulate
MSX1_02	ENSG00000198740	regulate
BCL6_01	ENSG00000143379	regulate
ENSG00000171786	HEN1_02	protein
ENSG00000118689	FOXO3_01	protein
ENSG00000126767	FOXO1ELK1_02	protein
RPC155_01	ENSG00000087903	regulate
ENSG00000091010	POU4F3_02	protein
LUN1_01	ENSG00000106290	regulate
ETV2HOXA2_02	ENSG00000065978	regulate
MSX2_03	ENSG00000196646	regulate
HNF6_Q6_01	ENSG00000124782	regulate
BCL6_01	ENSG00000173917	regulate
ENSG00000131408	LXRDR4_Q3	protein
HDAC2_06	ENSG00000174652	regulate
HDAC2_06	ENSG00000101096	regulate
ENSG00000269404	SPIB_01	protein
CRX_Q6	ENSG00000167232	regulate
ENSG00000089225	TBX5_01	protein
ENSG00000083814	ZNF671_03	protein
GCM2SOX15_01	ENSG00000221818	regulate
PU1_Q4	ENSG00000185507	regulate
MEF2_03	ENSG00000134852	regulate
MSX2_01	ENSG00000205927	regulate
FOX_Q2	ENSG00000197020	regulate
ZNF700_03	ENSG00000249471	regulate
IRF1_05	ENSG00000125878	regulate
ZNF263_02	ENSG00000147862	regulate
HOXB13TBX21_01	ENSG00000179528	regulate
PR_01	ENSG00000125945	regulate
RPC155_01	ENSG00000242779	regulate
HNF3_Q6_01	ENSG00000196378	regulate
ENSG00000124827	GCM2SOX15_01	protein
ZNF230_02	ENSG00000121417	regulate
ENSG00000179111	ETV2HES7_03	protein
ESRRG_02	ENSG00000167625	regulate
HDAC2_06	ENSG00000141905	regulate
HMGIY_Q3	ENSG00000267508	regulate
ENSG00000204531	POU5F1_08	protein
ENSG00000126561	STAT5A_Q4	protein
DUX4_01	ENSG00000130182	regulate
ZNF525_01	ENSG00000105722	regulate
TEAD4HOXA3_01	ENSG00000172789	regulate
HNF3_Q6_01	ENSG00000185697	regulate
PEG3_03	ENSG00000109381	regulate
FOX_Q2	ENSG00000198551	regulate
OCT1_04	ENSG00000181666	regulate
ZNF674_02	ENSG00000159387	regulate
CRX_Q6	ENSG00000106536	regulate
